,seq,type,pred_feature,high_value,trial,color_0,shape_0,payoff_0,color_1,shape_1,payoff_1
25,5,train,color,red,25,red,circle,42.535523794506254,green,oval,37.10599084716997
26,5,train,color,red,26,green,circle,39.93532576260957,red,oval,50.653469690123664
27,5,train,color,red,27,green,oval,39.4768761978672,red,circle,48.282483459966166
28,5,train,color,red,28,red,circle,45.660118433378535,green,oval,38.741311031330994
29,5,train,color,red,29,red,circle,51.147020030511,green,oval,40.263747626242306
0,6,train,color,red,0,red,circle,51.004796423499485,green,oval,40.66506462619528
1,6,train,color,red,1,red,circle,44.280695364521826,green,oval,38.956922710427236
2,6,train,color,red,2,green,circle,41.2668430820547,red,oval,51.024966878394366
3,6,train,color,red,3,green,oval,36.58154779217969,red,circle,44.30811709561446
4,6,train,color,red,4,green,oval,37.56679256942119,red,circle,49.675211837687065
5,6,train,color,red,5,green,circle,41.01545690327651,red,oval,51.01503426713338
6,6,train,color,red,6,green,oval,41.09796574815382,red,circle,51.63049180723167
7,6,train,color,red,7,green,oval,36.28737686577109,red,circle,47.09846488575233
8,6,train,color,red,8,red,circle,46.52826138236375,green,oval,39.08768760776928
9,6,train,color,red,9,red,circle,40.572189983844645,green,oval,40.185358892058005
10,6,train,color,red,10,green,circle,40.554579062421695,red,oval,50.425408835320646
11,6,train,color,red,11,green,circle,39.819615173245225,red,oval,43.48746746778354
12,6,train,color,red,12,green,circle,38.510753287122874,red,oval,47.72647781575365
13,6,train,color,red,13,green,circle,41.10184876178708,red,oval,36.113547541350094
14,6,train,color,red,14,red,oval,45.72259375572591,green,circle,40.83273629627791
15,6,train,color,red,15,red,circle,59.38715224278049,green,oval,41.94201267191838
16,6,train,color,red,16,green,circle,41.85548479910241,red,oval,60.86258718484865
17,6,train,color,red,17,red,oval,45.53389077247045,green,circle,43.87076236705822
18,6,train,color,red,18,red,circle,49.83166466825022,green,oval,39.42342908374536
19,6,train,color,red,19,green,oval,41.03340563729693,red,circle,36.90262870688474
20,6,train,color,red,20,red,oval,52.998370099359946,green,circle,38.195777723637896
21,6,train,color,red,21,red,circle,52.172627736845286,green,oval,42.09899721172664
22,6,train,color,red,22,red,oval,47.05706933496995,green,circle,41.623471419993
23,6,train,color,red,23,red,oval,44.54115128498844,green,circle,43.00405850368626
24,6,train,color,red,24,red,circle,37.06779010624716,green,oval,40.30016226069005
25,6,train,color,red,25,green,oval,43.142671632164735,red,circle,55.84999242499473
26,6,train,color,red,26,red,oval,55.400496018569584,green,circle,42.23879432399676
27,6,train,color,red,27,green,circle,35.12150072285477,red,oval,50.52222323831234
28,6,train,color,red,28,red,circle,51.95170290892352,green,oval,36.934270243294584
29,6,train,color,red,29,red,circle,51.34277671628368,green,oval,42.24618926088308
0,7,train,color,red,0,red,oval,45.984186615349756,green,circle,41.08226167643608
1,7,train,color,red,1,green,oval,36.166805064963576,red,circle,41.70293466646933
2,7,train,color,red,2,red,oval,48.08064707638002,green,circle,39.07794743883832
3,7,train,color,red,3,green,circle,38.2375231051279,red,oval,49.087202076516306
4,7,train,color,red,4,green,circle,39.995499510991685,red,oval,52.076580360858166
5,7,train,color,red,5,green,circle,41.60976113172476,red,oval,48.61870007205695
6,7,train,color,red,6,red,circle,39.4426342013477,green,oval,39.56951108684769
7,7,train,color,red,7,green,oval,38.91603319954761,red,circle,53.74128212257994
8,7,train,color,red,8,green,oval,38.26931433579633,red,circle,39.890374365848956
9,7,train,color,red,9,green,oval,42.94682616288351,red,circle,48.914573650643526
10,7,train,color,red,10,green,circle,38.017787368825296,red,oval,52.839994022769325
11,7,train,color,red,11,red,circle,50.34912461602483,green,oval,41.4259948506902
12,7,train,color,red,12,red,oval,45.28108597823638,green,circle,42.822633971753426
13,7,train,color,red,13,green,oval,42.3579091571833,red,circle,43.51253514572669
14,7,train,color,red,14,red,oval,54.7653678877103,green,circle,42.932405639251364
15,7,train,color,red,15,red,circle,47.72157473675003,green,oval,40.0106457209034
16,7,train,color,red,16,red,circle,51.43842533132499,green,oval,42.4148500566224
17,7,train,color,red,17,green,oval,41.32858460411127,red,circle,45.07405775536494
18,7,train,color,red,18,green,circle,38.34638178921385,red,oval,47.89646817946883
19,7,train,color,red,19,green,circle,42.87195624960355,red,oval,45.67809803902276
20,7,train,color,red,20,green,oval,40.73097469007701,red,circle,55.828897656016274
21,7,train,color,red,21,red,oval,50.269978157234796,green,circle,42.46572748661802
22,7,train,color,red,22,red,oval,44.54942229424027,green,circle,37.02892168095545
23,7,train,color,red,23,green,oval,39.52045797421282,red,circle,54.434211313227514
24,7,train,color,red,24,red,circle,33.692408149496636,green,oval,40.604516436970925
25,7,train,color,red,25,red,circle,51.53266256448914,green,oval,39.85046215687054
26,7,train,color,red,26,green,circle,42.57985939723648,red,oval,39.32694251531402
27,7,train,color,red,27,green,circle,37.39613085967299,red,oval,56.637091433140505
28,7,train,color,red,28,red,oval,39.11816180576889,green,circle,42.03902183532926
29,7,train,color,red,29,red,circle,49.95748018674053,green,oval,39.21272505740591
0,8,train,color,red,0,green,circle,41.94099596172746,red,oval,43.02154886579097
1,8,train,color,red,1,green,circle,38.670826655482806,red,oval,42.773686093007626
2,8,train,color,red,2,red,oval,43.8905411422848,green,circle,43.15075329887108
3,8,train,color,red,3,green,oval,39.32078994878686,red,circle,43.55104836851401
4,8,train,color,red,4,red,circle,44.0829947305169,green,oval,46.11906245799365
5,8,train,color,red,5,green,oval,37.85276854172486,red,circle,38.52477075026059
6,8,train,color,red,6,green,circle,37.3556080678251,red,oval,45.31403102993291
7,8,train,color,red,7,green,oval,40.61116038380496,red,circle,52.46899372967729
8,8,train,color,red,8,green,circle,42.042444578438264,red,oval,45.31451505216943
9,8,train,color,red,9,red,circle,45.57505137869138,green,oval,43.775847943058935
10,8,train,color,red,10,green,oval,43.15184057709078,red,circle,57.15477144378283
11,8,train,color,red,11,red,circle,56.00023640659804,green,oval,40.84493484847445
12,8,train,color,red,12,red,oval,42.90941194240657,green,circle,41.06244645718516
13,8,train,color,red,13,green,circle,38.52745376692333,red,oval,48.14163372541471
14,8,train,color,red,14,green,circle,43.09046430339312,red,oval,47.02188834596156
15,8,train,color,red,15,green,circle,40.421069341578495,red,oval,55.93001915479933
16,8,train,color,red,16,green,circle,41.28145822040584,red,oval,56.13700669732343
17,8,train,color,red,17,green,circle,41.63889514523579,red,oval,46.32939633309846
18,8,train,color,red,18,red,oval,38.13158661795699,green,circle,42.120654409559386
19,8,train,color,red,19,green,oval,38.73807680573574,red,circle,53.28594635120683
20,8,train,color,red,20,red,circle,41.87304100265446,green,oval,43.002471727654424
21,8,train,color,red,21,red,oval,49.78564338135661,green,circle,42.18316723875495
22,8,train,color,red,22,green,circle,39.856002815120426,red,oval,54.29852926440203
23,8,train,color,red,23,green,oval,41.04568752149806,red,circle,52.44491590202324
24,8,train,color,red,24,green,circle,39.84845704708035,red,oval,45.74412321380293
25,8,train,color,red,25,red,oval,46.42105256922497,green,circle,42.35690170063666
26,8,train,color,red,26,green,circle,40.00826576530973,red,oval,49.2824598922177
27,8,train,color,red,27,green,circle,38.30935907004486,red,oval,52.295230290888675
28,8,train,color,red,28,red,circle,51.853493910473816,green,oval,42.53524712160781
29,8,train,color,red,29,red,oval,52.84704895374102,green,circle,42.4763206029797
0,9,train,color,red,0,green,circle,37.00392044921791,red,oval,44.43972916908518
1,9,train,color,red,1,red,oval,38.779397744162374,green,circle,40.51016408773552
2,9,train,color,red,2,red,oval,43.7365344268259,green,circle,40.519083531143075
3,9,train,color,red,3,green,circle,39.91053413162427,red,oval,40.9741781966152
4,9,train,color,red,4,green,oval,37.73602711984608,red,circle,52.805467430601084
5,9,train,color,red,5,red,oval,51.10186196965679,green,circle,40.8844441240732
6,9,train,color,red,6,red,oval,48.75770397882633,green,circle,41.1005074860674
7,9,train,color,red,7,green,circle,41.95197989963168,red,oval,63.442560974301415
8,9,train,color,red,8,green,circle,41.72630147740828,red,oval,47.19139498479377
9,9,train,color,red,9,green,oval,39.373692122183435,red,circle,48.82757731008381
10,9,train,color,red,10,red,circle,48.32068401189077,green,oval,38.652296623638875
11,9,train,color,red,11,red,circle,51.820572027508945,green,oval,43.375106078973275
12,9,train,color,red,12,green,circle,37.96083098366511,red,oval,48.82806075116326
13,9,train,color,red,13,red,circle,49.12929918158276,green,oval,40.64976943764917
14,9,train,color,red,14,green,oval,41.1675730905859,red,circle,51.005459187071466
15,9,train,color,red,15,red,oval,38.708786689437325,green,circle,39.01132009963461
16,9,train,color,red,16,red,circle,44.434764591543434,green,oval,42.10370972105504
17,9,train,color,red,17,red,circle,50.46715994091848,green,oval,39.91931522693198
18,9,train,color,red,18,green,circle,40.76165850567535,red,oval,50.625479869862986
19,9,train,color,red,19,red,circle,46.295517102774916,green,oval,40.214310145678645
20,9,train,color,red,20,green,oval,40.127955422737706,red,circle,46.132785168252425
21,9,train,color,red,21,green,oval,39.157325450708605,red,circle,52.89296431832482
22,9,train,color,red,22,red,oval,52.87375907543291,green,circle,42.6200793857339
23,9,train,color,red,23,red,oval,41.93815853470137,green,circle,38.089376982360385
24,9,train,color,red,24,red,oval,44.36316129670434,green,circle,40.08067281110938
25,9,train,color,red,25,green,circle,41.875045843499514,red,oval,46.32533981363196
26,9,train,color,red,26,green,circle,40.35409869501982,red,oval,49.760014769688155
27,9,train,color,red,27,green,oval,41.162397623988504,red,circle,43.86828411585546
28,9,train,color,red,28,green,oval,40.981213804911775,red,circle,52.254304519295964
29,9,train,color,red,29,green,oval,40.72652615849506,red,circle,47.63793830584728
0,0,test,color,blue,30,orange,rectangle,42.00551565060921,blue,square,50.69057718501963
1,0,test,color,blue,31,blue,rectangle,54.68699053721372,orange,square,39.6909886415002
2,0,test,color,blue,32,blue,rectangle,44.52028694164648,orange,square,39.552282366239
3,0,test,color,blue,33,blue,square,49.21248395635611,orange,rectangle,40.353146716907425
4,0,test,color,blue,34,orange,square,37.83122385553327,blue,rectangle,48.452448908139374
5,0,test,color,blue,35,blue,square,49.14114165069453,orange,rectangle,45.03494807506784
6,0,test,color,blue,36,orange,square,43.75368922256334,blue,rectangle,43.7337832472059
7,0,test,color,blue,37,orange,rectangle,39.42523327690165,blue,square,40.68278999081498
8,0,test,color,blue,38,orange,square,38.81858597207302,blue,rectangle,49.5780250179517
9,0,test,color,blue,39,blue,rectangle,54.029268104441165,orange,square,38.54183232451278
10,0,test,color,blue,40,orange,rectangle,38.691707119864404,blue,square,37.26355485130672
11,0,test,color,blue,41,orange,square,39.67466815891019,blue,rectangle,42.68792794070218
12,0,test,color,blue,42,blue,rectangle,45.35280286316963,orange,square,38.24627844366482
13,0,test,color,blue,43,blue,square,47.52868722873721,orange,rectangle,36.484543217286735
14,0,test,color,blue,44,orange,rectangle,37.06590950921802,blue,square,58.64623556014149
15,0,test,color,blue,45,blue,square,41.56288709362985,orange,rectangle,37.80642884309072
16,0,test,color,blue,46,orange,rectangle,43.67382705664263,blue,square,62.52533584620203
17,0,test,color,blue,47,orange,square,37.656866742349315,blue,rectangle,46.158755216059845
18,0,test,color,blue,48,blue,square,49.70777775470255,orange,rectangle,43.457395288811185
19,0,test,color,blue,49,blue,square,43.065714607858816,orange,rectangle,39.50944430811578
20,0,test,color,blue,50,orange,rectangle,41.55467515212349,blue,square,50.17383037233309
21,0,test,color,blue,51,orange,rectangle,39.2476878575398,blue,square,47.330885177419795
22,0,test,color,blue,52,blue,square,41.12552095815009,orange,rectangle,39.52365251205067
23,0,test,color,blue,53,orange,rectangle,39.46722501998209,blue,square,49.16084944813128
24,0,test,color,blue,54,orange,square,38.88934556236197,blue,rectangle,50.35769261272569
25,0,test,color,blue,55,blue,rectangle,53.06357908909914,orange,square,40.31085865533693
26,0,test,color,blue,56,blue,square,49.758782041996014,orange,rectangle,40.106310695155734
27,0,test,color,blue,57,blue,rectangle,48.00042196545707,orange,square,38.5568839329143
28,0,test,color,blue,58,orange,rectangle,40.63298852334662,blue,square,47.51356700793255
29,0,test,color,blue,59,blue,square,58.465841544652974,orange,rectangle,43.14670980495048
0,0,test,color,orange,30,blue,rectangle,42.00551565060921,orange,square,50.69057718501963
1,0,test,color,orange,31,orange,rectangle,54.68699053721372,blue,square,39.6909886415002
2,0,test,color,orange,32,orange,rectangle,44.52028694164648,blue,square,39.552282366239
3,0,test,color,orange,33,orange,square,49.21248395635611,blue,rectangle,40.353146716907425
4,0,test,color,orange,34,blue,square,37.83122385553327,orange,rectangle,48.452448908139374
5,0,test,color,orange,35,orange,square,49.14114165069453,blue,rectangle,45.03494807506784
6,0,test,color,orange,36,blue,square,43.75368922256334,orange,rectangle,43.7337832472059
7,0,test,color,orange,37,blue,rectangle,39.42523327690165,orange,square,40.68278999081498
8,0,test,color,orange,38,blue,square,38.81858597207302,orange,rectangle,49.5780250179517
9,0,test,color,orange,39,orange,rectangle,54.029268104441165,blue,square,38.54183232451278
10,0,test,color,orange,40,blue,rectangle,38.691707119864404,orange,square,37.26355485130672
11,0,test,color,orange,41,blue,square,39.67466815891019,orange,rectangle,42.68792794070218
12,0,test,color,orange,42,orange,rectangle,45.35280286316963,blue,square,38.24627844366482
13,0,test,color,orange,43,orange,square,47.52868722873721,blue,rectangle,36.484543217286735
14,0,test,color,orange,44,blue,rectangle,37.06590950921802,orange,square,58.64623556014149
15,0,test,color,orange,45,orange,square,41.56288709362985,blue,rectangle,37.80642884309072
16,0,test,color,orange,46,blue,rectangle,43.67382705664263,orange,square,62.52533584620203
17,0,test,color,orange,47,blue,square,37.656866742349315,orange,rectangle,46.158755216059845
18,0,test,color,orange,48,orange,square,49.70777775470255,blue,rectangle,43.457395288811185
19,0,test,color,orange,49,orange,square,43.065714607858816,blue,rectangle,39.50944430811578
20,0,test,color,orange,50,blue,rectangle,41.55467515212349,orange,square,50.17383037233309
21,0,test,color,orange,51,blue,rectangle,39.2476878575398,orange,square,47.330885177419795
22,0,test,color,orange,52,orange,square,41.12552095815009,blue,rectangle,39.52365251205067
23,0,test,color,orange,53,blue,rectangle,39.46722501998209,orange,square,49.16084944813128
24,0,test,color,orange,54,blue,square,38.88934556236197,orange,rectangle,50.35769261272569
25,0,test,color,orange,55,orange,rectangle,53.06357908909914,blue,square,40.31085865533693
26,0,test,color,orange,56,orange,square,49.758782041996014,blue,rectangle,40.106310695155734
27,0,test,color,orange,57,orange,rectangle,48.00042196545707,blue,square,38.5568839329143
28,0,test,color,orange,58,blue,rectangle,40.63298852334662,orange,square,47.51356700793255
